重劃區名稱,地段,地號,面積,標售底價,標售總底價,得標單價,得標總價,開標日期,備註
第十一期安順二,新順,0886-0000,158.31,28700,4543497,46266,7324370,1993.03.09,原臺南市
第十一期安順二,新順,0918-0000,856.25,28700,24574375,50688,43401600,1993.03.09,原臺南市
第十一期安順二,新順,0949-0000,422.85,21100,8922135,36365,15376940,1993.03.09,原臺南市
第十一期安順二,新順,1037-0000,409.01,27200,11125072,49006,20043944,1993.03.09,原臺南市
第十一期安順二,新順,1050-0000,208.41,21100,4397451,38110,7942505,1993.03.09,原臺南市
第十一期安順二,新順,1070-0000,241.62,22600,5460612,44128,10662207,1993.03.09,原臺南市
第十一期安順二,新順,1103-0000,126.72,21100,2673792,34055,4315450,1993.03.09,原臺南市
第十一期安順二,新順,1161-0000,108.19,21100,2282809,36695,3970032,1993.03.09,原臺南市
第十一期安順二,新順,1165-0000,519.14,21100,10953854,45678,23713277,1993.03.09,原臺南市
第十一期安順二,新順,1170-0000,344.42,45300,15602226,81818,28179756,1993.03.09,原臺南市
第十一期安順二,新順,1175-0000,458.66,45300,20777298,81818,37526644,1993.03.09,原臺南市
第十一期安順二,新順,1188-0000,260.85,21100,5503935,37508,9783962,1993.03.09,原臺南市
第十一期安順二,新順,1240-0000,116.82,21100,2464902,24301,2838843,1993.03.09,原臺南市
第十一期安順二,新順,1270-0000,248.52,27200,6759744,52100,12947892,1993.03.09,原臺南市
第十一期安順二,新順,1293-0000,604.79,46800,28304172,79999,48382595,1993.03.09,原臺南市
第八期本淵寮,新淵,0016-0000,108.89,24000,2613360,36000,3920040,1993.08.11,原臺南市
第八期本淵寮,新淵,0019-0000,195.62,24000,4694880,31212,6105691,1993.08.11,原臺南市
第八期本淵寮,新淵,0021-0000,169.24,24000,4061760,27223,4607221,1993.08.11,原臺南市
第八期本淵寮,新淵,0023-0000,194.37,24000,4664880,37025,7196549,1993.08.11,原臺南市
第八期本淵寮,新淵,0024-0000,485.81,39000,18946590,68601,33327052,1993.08.11,原臺南市
第八期本淵寮,新淵,0054-0000,232.95,24000,5590800,30910,7200485,1993.08.11,原臺南市
第八期本淵寮,新淵,0092-0000,186.56,24000,4477440,27000,5037120,1993.08.11,原臺南市
第八期本淵寮,新淵,0100-0000,603.82,39000,23548980,41212,24884630,1993.08.11,原臺南市
第八期本淵寮,新淵,0130-0000,256.44,26000,6667440,43001,11027176,1993.08.11,原臺南市
第八期本淵寮,新淵,0133-0000,109.17,24000,2620080,39010,4258722,1993.08.11,原臺南市
第八期本淵寮,新淵,0145-0000,200.47,54000,10825380,63901,12810233,1993.08.11,原臺南市
第八期本淵寮,新淵,0149-0000,119.86,24000,2876640,36700,4398862,1993.08.11,原臺南市
第八期本淵寮,新淵,0173-0000,137.88,30000,4136400,39111,5392625,1993.08.11,原臺南市
第八期本淵寮,新淵,0252-0000,383.28,27000,10348560,27100,10386888,1993.08.11,原臺南市
第八期本淵寮,新淵,0291-0000,552.07,24000,13249680,39450,21779162,1993.08.11,原臺南市
第八期本淵寮,新淵,0359-0000,618.38,36000,22261680,55112,34080159,1993.08.11,原臺南市
第八期本淵寮,新淵,0398-0000,169.65,24000,4071600,24510,4158121,1993.08.11,原臺南市
第八期本淵寮,新淵,0399-0000,170.96,24000,4103040,24510,4190230,1993.08.11,原臺南市
第八期本淵寮,新淵,0439-0000,147.46,24000,3539040,30600,4512276,1993.08.11,原臺南市
第八期本淵寮,新淵,0495-0000,117.75,60000,7065000,85110,10021703,1993.08.11,原臺南市
第八期本淵寮,新淵,0518-0000,121.52,60000,7291200,85110,10342567,1993.08.11,原臺南市
第八期本淵寮,新淵,0536-0000,198.44,24000,4762560,27333,5423961,1993.08.11,原臺南市
第八期本淵寮,新淵,0600-0000,230.12,24000,5522880,34500,7939140,1993.08.11,原臺南市
第八期本淵寮,新淵,0621-0000,148.44,24000,3562560,34200,5076648,1993.08.11,原臺南市
第八期本淵寮,新淵,0758-0000,455.66,39000,17770740,50000,22783000,1993.08.11,原臺南市
第八期本淵寮,新淵,0759-0000,249.29,39000,9722310,48970,12207731,1993.08.11,原臺南市
第八期本淵寮,新淵,0762-0000,104.6,24000,2510400,33845,3540187,1993.08.11,原臺南市
第八期本淵寮,新淵,0769-0000,297.72,24000,7145280,42500,12653100,1993.08.11,原臺南市
第八期本淵寮,新淵,0771-0000,301.15,26000,7829900,39730,11964690,1993.08.11,原臺南市
第八期本淵寮,新淵,0780-0000,365.62,39000,14259180,48970,17904411,1993.08.11,原臺南市
第八期本淵寮,新淵,0126-0001,121.1,54000,6539400,75777,9176595,1993.08.11,原臺南市
第十一期安順二,新順,0887-0000,336.41,43050,14482451,61112,20558688,1993.08.11,原臺南市
第十一期安順二,新順,0903-0000,225.11,33900,7631229,42060,9468127,1993.08.11,原臺南市
第十一期安順二,新順,0906-0000,264.73,33900,8974347,42060,11134544,1993.08.11,原臺南市
第十一期安順二,新順,0931-0000,934.53,43050,40231517,49200,45978876,1993.08.11,原臺南市
第十一期安順二,新順,1019-0000,172.8,31650,5469120,36364,6283699,1993.08.11,原臺南市
第十一期安順二,新順,1044-0000,669.43,43050,28818962,51454,34444851,1993.08.11,原臺南市
第十一期安順二,新順,1055-0000,324.7,40800,13247760,47859,15539817,1993.08.11,原臺南市
第十一期安順二,新順,1059-0000,376.05,40800,15342840,47859,17997377,1993.08.11,原臺南市
第十一期安順二,新順,1091-0000,147.64,21100,3115204,23000,3395720,1993.08.11,原臺南市
第八期本淵寮,新淵,0006-0000,216.79,24000,5202960,30600,6633774,1994.01.19,原臺南市
第八期本淵寮,新淵,0183-0000,110.34,30000,3310200,30560,3371990,1994.01.19,原臺南市
第八期本淵寮,新淵,0246-0000,108.72,24000,2609280,37300,4055256,1994.01.19,原臺南市
第八期本淵寮,新淵,0269-0000,202.77,59000,11963430,68440,13877579,1994.01.19,原臺南市
第八期本淵寮,新淵,0277-0000,278.96,54000,15063840,82300,22958408,1994.01.19,原臺南市
第八期本淵寮,新淵,0287-0000,97.48,24000,2339520,33600,3275328,1994.01.19,原臺南市
第八期本淵寮,新淵,0298-0000,167.66,39000,6538740,50666,8494662,1994.01.19,原臺南市
第八期本淵寮,新淵,0322-0000,177.64,59000,10480760,66600,11830824,1994.01.19,原臺南市
第八期本淵寮,新淵,0344-0000,231.8,24000,5563200,36400,8437520,1994.01.19,原臺南市
第八期本淵寮,新淵,0353-0000,391.46,36000,14092560,37800,14797188,1994.01.19,原臺南市
第八期本淵寮,新淵,0377-0000,174.52,27000,4712040,27015,4714658,1994.01.19,原臺南市
第八期本淵寮,新淵,0403-0000,236.38,26000,6145880,32666,7721589,1994.01.19,原臺南市
第八期本淵寮,新淵,0486-0000,214.69,60000,12881400,72750,15618698,1994.01.19,原臺南市
第八期本淵寮,新淵,0590-0000,211.46,24000,5075040,32200,6809012,1994.01.19,原臺南市
第八期本淵寮,新淵,0639-0000,90.03,60000,5401800,100300,9030009,1994.01.19,原臺南市
第八期本淵寮,新淵,0784-0000,356.76,26000,9275760,39200,13984992,1994.01.19,原臺南市
第八期本淵寮,新淵,0785-0000,121.73,24000,2921520,31989,3894021,1994.01.19,原臺南市
第八期本淵寮,新淵,0787-0000,889.78,36000,32032080,43012,38271217,1994.01.19,原臺南市
第八期本淵寮,新淵,0356-0003,97.36,24000,2336640,30250,2945140,1994.01.19,原臺南市
第八期本淵寮,新淵,0367-0001,275.33,24000,6607920,24510,6748338,1994.01.19,原臺南市
第十一期安順二,新順,1119-0000,133.69,31650,4231289,36300,4852947,1994.01.19,原臺南市
第十一期安順二,新順,1125-0000,510,43050,21955500,52789,26922390,1994.01.19,原臺南市
第十一期安順二,新順,1152-0000,126.5,31650,4003725,34000,4301000,1994.01.19,原臺南市
第十一期安順二,新順,1155-0000,540.76,47550,25713138,53240,28790062,1994.01.19,原臺南市
第十一期安順二,新順,1173-0000,191.68,70200,13455936,92200,17672896,1994.01.19,原臺南市
第十一期安順二,新順,1178-0000,264.16,33900,8955024,53000,14000480,1994.01.19,原臺南市
第八期本淵寮,新淵,0010-0000,323.46,36000,11644560,42600,13779396,1994.04.14,原臺南市
第八期本淵寮,新淵,0070-0000,308.9,36000,11120400,42305,13068015,1994.04.14,原臺南市
第八期本淵寮,新淵,0076-0000,328.71,36000,11833560,40800,13411368,1994.04.14,原臺南市
第八期本淵寮,新淵,0078-0000,251,39000,9789000,46868,11763868,1994.04.14,原臺南市
第八期本淵寮,新淵,0321-0000,264.58,24000,6349920,31250,8268125,1994.04.14,原臺南市
第八期本淵寮,新淵,0325-0000,162.65,24000,3903600,34183,5559865,1994.04.14,原臺南市
第八期本淵寮,新淵,0331-0000,658.05,54000,35534700,59050,38857851,1994.04.14,原臺南市
第八期本淵寮,新淵,0365-0000,499.85,26000,12996100,38100,19044285,1994.04.14,原臺南市
第八期本淵寮,新淵,0388-0000,209.35,27000,5652450,27100,5673385,1994.04.14,原臺南市
第八期本淵寮,新淵,0401-0000,410.77,24000,9858480,36000,14787720,1994.04.14,原臺南市
第八期本淵寮,新淵,0475-0000,119.61,30000,3588300,36110,4319117,1994.04.14,原臺南市
第八期本淵寮,新淵,0482-0000,141.71,60000,8502600,60600,8587626,1994.04.14,原臺南市
第八期本淵寮,新淵,0530-0000,137.13,24000,3291120,24101,3304970,1994.04.14,原臺南市
第八期本淵寮,新淵,0592-0000,116.01,24000,2784240,39555,4588776,1994.04.14,原臺南市
第八期本淵寮,新淵,0675-0000,563.84,24000,13532160,29700,16746048,1994.04.14,原臺南市
第八期本淵寮,新淵,0678-0000,242.05,24000,5809200,39325,9518616,1994.04.14,原臺南市
第八期本淵寮,新淵,0741-0000,622.54,39000,24279060,51516,32070771,1994.04.14,原臺南市
第八期本淵寮,新淵,0773-0000,167.08,24000,4009920,26880,4491110,1994.04.14,原臺南市
第八期本淵寮,新淵,0790-0000,285.71,21000,5999910,21550,6157051,1994.04.14,原臺南市
第十一期安順二,新順,1034-0000,625.23,31650,19788530,33666,21048993,1994.04.14,原臺南市
第十一期安順二,新順,1107-0000,234.62,31650,7425723,40500,9502110,1994.04.14,原臺南市
第十一期安順二,新順,1133-0000,987.33,40800,40283064,44180,43620239,1994.04.14,原臺南市
第十一期安順二,新順,1207-0000,311.63,43050,13415672,52110,16239039,1994.04.14,原臺南市
第十一期安順二,新順,1273-0000,705.39,43050,30367040,49999,35268795,1994.04.14,原臺南市
第八期本淵寮,新淵,0138-0000,404.9,24000,9717600,25111,10167444,1994.12.20,原臺南市
第八期本淵寮,新淵,0218-0000,1130,27000,30510000,42956,48540009,1994.12.20,原臺南市
第八期本淵寮,新淵,0315-0000,464.01,24000,11136240,24500,11368245,1994.12.20,原臺南市
第八期本淵寮,新淵,0519-0000,349.26,21000,7334460,21200,7404312,1994.12.20,原臺南市
第八期本淵寮,新淵,0775-0000,389.24,27000,10509480,27660,10766378,1994.12.20,原臺南市
第八期本淵寮,新淵,0603-0001,163.07,24000,3913680,33400,5446538,1994.12.20,原臺南市
第十一期安順二,新順,1028-0000,102.95,40800,4200360,42400,4365081,1994.12.20,原臺南市
第十一期安順二,新順,1160-0000,239.76,31650,7588404,36550,8763228,1994.12.20,原臺南市
第十一期安順二,新順,1220-0000,188.71,31650,5972672,41334,7800139,1994.12.20,原臺南市
第十一期安順二,新順,1288-0000,92.72,31650,2934588,45900,4255848,1994.12.20,原臺南市
第十二期城中,城中,0002-0000,641.69,25000,16042250,25800,16555602,1995.04.11,原臺南市
第十二期城中,城中,0013-0000,386.97,25000,9674250,38420,14867387,1995.04.11,原臺南市
第十二期城中,城中,0025-0000,313.97,25000,7849250,33500,10517995,1995.04.11,原臺南市
第十二期城中,城中,0063-0000,338.83,21200,7183196,22100,7488143,1995.04.11,原臺南市
第十二期城中,城中,0069-0000,253.43,25000,6335750,25120,6366162,1995.04.11,原臺南市
第十二期城中,城中,0076-0000,279.3,60000,16758000,83000,23181900,1995.04.11,原臺南市
第十二期城中,城中,0104-0000,95.01,25000,2375250,31111,2955856,1995.04.11,原臺南市
第十二期城中,城中,0119-0000,137.08,25000,3427000,33030,4527752,1995.04.11,原臺南市
第十二期城中,城中,0143-0000,73.68,40000,2947200,40500,2984040,1995.04.11,原臺南市
第十二期城中,城中,0152-0000,90.1,25000,2252500,36256,3266666,1995.04.11,原臺南市
第十二期城中,城中,0153-0000,105.33,25000,2633250,33756,3555519,1995.04.11,原臺南市
第十二期城中,城中,0163-0000,139.33,25000,3483250,33030,4602070,1995.04.11,原臺南市
第十二期城中,城中,0164-0000,513.85,60000,30831000,87000,44704950,1995.04.11,原臺南市
第十二期城中,城中,0176-0000,397.85,60000,23871000,79000,31430150,1995.04.11,原臺南市
第十期安順一,怡安,0640-0000,117.25,40000,4690000,46000,5393500,1995.06.28,原臺南市
第十期安順一,怡安,0694-0000,249.02,40000,9960800,45110,11233292,1995.06.28,原臺南市
第十期安順一,怡安,0716-0000,110.5,30000,3315000,30120,3328260,1995.06.28,原臺南市
第十期安順一,怡安,0732-0000,285.37,40000,11414800,43510,12416449,1995.06.28,原臺南市
第十期安順一,怡安,0751-0000,287.03,30000,8610900,31710,9101721,1995.06.28,原臺南市
第十期安順一,怡安,0779-0000,168.19,40000,6727600,41710,7015205,1995.06.28,原臺南市
第十期安順一,怡安,0791-0000,376.56,40000,15062400,43510,16384126,1995.06.28,原臺南市
第十期安順一,怡安,0803-0000,245,17100,4189500,19500,4777500,1995.06.28,原臺南市
第十期安順一,怡安,0827-0000,183.38,40000,7335200,53111,9739495,1995.06.28,原臺南市
第十期安順一,怡安,0868-0000,228.55,30000,6856500,30690,7014200,1995.06.28,原臺南市
