sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
宜蘭,宜蘭縣,59,懸浮微粒,普通,1.2,0.25,80,55,49,18,3,4.2,0.8,3.8,127,"2025-04-04 12:00",,0.2,15.2,38,1,121.746394,24.747917,65
陽明,臺北市,97,臭氧八小時,普通,2.1,0.24,73,69,42,19,2,2.7,0.4,2.6,160,"2025-04-04 12:00",,0.2,16.4,38,1,121.529583,25.182722,64
花蓮,花蓮縣,53,懸浮微粒,普通,1.1,0.27,82,51,53,12,2,3.6,0.6,2.3,131,"2025-04-04 12:00",,0.2,9.2,33,0,121.599769,23.971306,63
臺東,臺東縣,50,,良好,1.2,0.26,75,47,58,20,6,7.2,1,2.5,53,"2025-04-04 12:00",,0.1,11.2,30,1,121.15045,22.755358,62
恆春,屏東縣,90,臭氧八小時,普通,1,0.22,77,67,40,15,0,1.2,0.6,8.4,41,"2025-04-04 12:00",,0.1,10.8,30,1,120.788928,21.958069,61
潮州,屏東縣,67,細懸浮微粒,普通,2.5,0.31,64,39,46,21,4,5.3,0.4,1.9,252,"2025-04-04 12:00",,0.2,18.4,37,3,120.561175,22.523108,60
屏東,屏東縣,96,細懸浮微粒,普通,3.9,0.45,73,35,58,29,7,8.6,0.6,2.1,217,"2025-04-04 12:00",,0.4,28.8,54,2,120.488033,22.673081,59
小港,高雄市,91,細懸浮微粒,普通,4.1,0.32,60,33,38,24,11,12.9,0.9,3.1,256,"2025-04-04 12:00",,0.4,27.2,46,2,120.337736,22.565833,58
前鎮,高雄市,81,細懸浮微粒,普通,3,0.35,69,40,52,20,12,13.9,1.2,1.4,0,"2025-04-04 12:00",,0.4,23.6,52,2,120.30833356,22.6044507,57
前金,高雄市,75,細懸浮微粒,普通,2.3,0.34,76,41,57,21,7,9.3,1.4,2.5,268,"2025-04-04 12:00",,0.4,21.2,52,1,120.28676111,22.63390278,56
左營,高雄市,84,細懸浮微粒,普通,1.7,0.32,82,42,56,25,7,9,1,2.8,284,"2025-04-04 12:00",,0.4,24.5,51,1,120.292917,22.674861,54
楠梓,高雄市,78,細懸浮微粒,普通,1.5,0.32,70,37,55,22,7,8.4,0.9,2.2,246,"2025-04-04 12:00",,0.3,22.3,54,1,120.328289,22.733667,53
林園,高雄市,91,細懸浮微粒,普通,3,0.41,58,30,36,26,7,7.9,0.7,1.6,254,"2025-04-04 12:00",,0.3,27,55,1,120.41175,22.4795,52
大寮,高雄市,105,細懸浮微粒,對敏感族群不健康,8.5,0.62,51,27,65,26,18,20.4,2.1,1.7,266,"2025-04-04 12:00",,0.4,32,59,2,120.425311,22.56413611,51
鳳山,高雄市,97,細懸浮微粒,普通,4.3,0.55,72,37,56,31,13,14.5,1.4,1.1,249,"2025-04-04 12:00",,0.4,29.2,51,1,120.357422,22.628126,50
仁武,高雄市,81,細懸浮微粒,普通,1.3,0.33,82,44,53,25,7,9,1,2.9,276,"2025-04-04 12:00",,0.3,23.5,52,1,120.332631,22.689056,49
橋頭,高雄市,85,細懸浮微粒,普通,1.8,0.29,70,41,44,22,6,6.9,0.6,4.1,240,"2025-04-04 12:00",,0.3,25.1,48,1,120.305689,22.757506,48
美濃,高雄市,71,細懸浮微粒,普通,2.5,0.34,65,37,33,20,3,3.7,0.3,1.5,164,"2025-04-04 12:00",,0.3,19.9,38,1,120.530542,22.883583,47
臺南,臺南市,80,細懸浮微粒,普通,1.5,0.3,76,48,57,22,8,9,0.6,2.3,216,"2025-04-04 12:00",,0.3,23.2,53,1,120.21947897,22.98928311,46
安南,臺南市,95,細懸浮微粒,普通,1.5,0.33,75,40,53,25,4,5.2,0.9,3.3,249,"2025-04-04 12:00",,0.3,28.7,52,1,120.2175,23.048197,45
善化,臺南市,81,細懸浮微粒,普通,1.7,0.27,70,37,42,27,8,9.5,1,3,298,"2025-04-04 12:00",,0.2,23.6,41,1,120.29740529,23.11337642,44
新營,臺南市,78,細懸浮微粒,普通,1.1,0.28,67,48,46,22,3,4.9,1,1.4,285,"2025-04-04 12:00",,0.3,22.4,45,0,120.31725,23.305633,43
嘉義,嘉義市,79,細懸浮微粒,普通,2.1,0.29,65,43,44,22,3,3.5,0.4,1.7,332,"2025-04-04 12:00",,0.3,22.9,40,1,120.44125148,23.46477865,42
臺西,雲林縣,104,細懸浮微粒,對敏感族群不健康,2.3,0.25,72,39,57,23,3,3.7,0.3,2.8,293,"2025-04-04 12:00",,0.3,31.8,65,2,120.19933333,23.702175,41
朴子,嘉義縣,95,細懸浮微粒,普通,1.2,0.21,69,43,50,26,3,3.4,0.4,2.2,275,"2025-04-04 12:00",,0.3,28.7,52,0,120.2478,23.46538,40
新港,嘉義縣,90,細懸浮微粒,普通,3.1,0.27,69,39,49,21,3,4,0.2,1.7,275,"2025-04-04 12:00",,0.3,26.8,50,2,120.345531,23.554839,39
崙背,雲林縣,123,細懸浮微粒,對敏感族群不健康,2.2,0.29,67,37,56,27,2,3,1,1.6,284,"2025-04-04 12:00",,0.4,39.6,69,1,120.348742,23.757547,38
斗六,雲林縣,105,細懸浮微粒,對敏感族群不健康,1.8,0.32,75,53,48,27,3,3.8,0,1.6,258,"2025-04-04 12:00",,0.3,32,54,1,120.544994,23.711853,37
南投,南投縣,100,細懸浮微粒,普通,2.6,0.34,70,31,55,33,4,4.9,0.2,1.1,21,"2025-04-04 12:00",,0.3,30.3,50,2,120.685306,23.913,36
二林,彰化縣,142,細懸浮微粒,對敏感族群不健康,4.7,0.33,74,39,85,50,4,4.6,0.1,1.9,291,"2025-04-04 12:00",,0.3,47.2,81,2,120.409653,23.925175,35
線西,彰化縣,123,細懸浮微粒,對敏感族群不健康,3.5,0.53,76,41,87,56,9,10,0.9,3,353,"2025-04-04 12:00",,0.4,39.4,65,2,120.469061,24.131672,34
彰化,彰化縣,110,細懸浮微粒,對敏感族群不健康,2.6,0.35,74,41,54,37,4,5.8,0.9,2,297,"2025-04-04 12:00",,0.4,34,51,1,120.541519,24.066,33
西屯,臺中市,108,細懸浮微粒,對敏感族群不健康,2.8,0.38,79,31,71,37,6,7.5,1.2,2.4,293,"2025-04-04 12:00",,0.4,33.4,57,1,120.616917,24.162197,32
忠明,臺中市,95,細懸浮微粒,普通,2.4,0.39,73,31,56,28,5,7.1,1.4,1.2,296,"2025-04-04 12:00",,0.4,28.6,51,1,120.641092,24.151958,31
大里,臺中市,98,細懸浮微粒,普通,1.4,0.39,72,31,54,32,8,9,0.3,2.3,267,"2025-04-04 12:00",,0.4,29.6,46,1,120.67844444,24.09961111,30
沙鹿,臺中市,129,細懸浮微粒,對敏感族群不健康,6.5,0.54,68,38,95,53,17,20.5,2.7,1.8,312,"2025-04-04 12:00",,0.5,41.9,73,2,120.568794,24.225628,29
豐原,臺中市,98,細懸浮微粒,普通,3.4,0.45,86,49,64,44,8,9.2,0.5,2.5,309,"2025-04-04 12:00",,0.4,29.5,48,2,120.74252414,24.25699731,28
三義,苗栗縣,78,細懸浮微粒,普通,2,0.36,74,51,57,33,5,6.8,1.3,2.8,322,"2025-04-04 12:00",,0.2,22.3,43,0,120.75956754,24.38248443,27
苗栗,苗栗縣,75,細懸浮微粒,普通,3.2,0.34,61,31,52,27,7,9.8,2.1,3,356,"2025-04-04 12:00",,0.3,21.2,35,1,120.82011468,24.56499183,26
頭份,苗栗縣,89,細懸浮微粒,普通,3.2,0.37,67,32,59,39,7,9.3,2,1.9,291,"2025-04-04 12:00",,0.3,26.2,45,1,120.89869286,24.69690679,25
新竹,新竹市,74,細懸浮微粒,普通,2.3,0.36,76,45,55,28,10,12.5,1.6,1.9,261,"2025-04-04 12:00",,0.3,20.8,35,1,120.97236752,24.8056356,24
竹東,新竹縣,67,細懸浮微粒,普通,1.7,0.31,62,36,51,24,8,10,1.6,1.9,335,"2025-04-04 12:00",,0.3,18.4,37,0,121.08895493,24.74091408,23
湖口,新竹縣,78,細懸浮微粒,普通,2.8,0.34,76,56,57,31,6,7.9,0.9,1.5,346,"2025-04-04 12:00",,0.3,22.3,45,1,121.03886894,24.90009696,22
龍潭,桃園市,62,細懸浮微粒,普通,1.5,0.34,64,46,41,17,6,7.6,1,1.8,7,"2025-04-04 12:00",,0.3,16.5,37,1,121.21645772,24.86400048,21
平鎮,桃園市,65,細懸浮微粒,普通,1,0.33,69,58,40,21,6,9,2,1.4,70,"2025-04-04 12:00",,0.3,17.7,39,1,121.203986,24.952786,20
觀音,桃園市,64,細懸浮微粒,普通,1.1,0.27,70,57,58,19,6,8,1.1,2.9,47,"2025-04-04 12:00",,0.2,17.4,42,1,121.08283092,25.03556747,19
大園,桃園市,65,懸浮微粒,普通,2.3,0.28,69,59,51,12,8,9,0.3,2.5,83,"2025-04-04 12:00",,0.2,14.2,44,2,121.20251473,25.06100357,18
桃園,桃園市,74,臭氧八小時,普通,1.7,0.35,69,62,42,18,7,8.8,1.1,2.7,57,"2025-04-04 12:00",,0.3,14.5,39,1,121.30500531,24.9947107,17
大同,臺北市,72,細懸浮微粒,普通,2.1,0.55,49,48,47,22,27,38,10.7,-,-,"2025-04-04 12:00",,0.4,20.2,45,2,121.51342074,25.06331455,16
松山,臺北市,80,臭氧八小時,普通,1.2,0.25,69,64,45,26,8,9,0.9,1.7,26,"2025-04-04 12:00",,0.2,20.2,46,1,121.578611,25.05,15
古亭,臺北市,84,臭氧八小時,普通,1.5,0.24,72,65,58,17,4,6.2,1.9,3.8,58,"2025-04-04 12:00",,0.2,17.2,48,1,121.529556,25.020608,14
萬華,臺北市,71,臭氧八小時,普通,1,0.28,67,61,43,15,10,11.8,1.2,2.6,77,"2025-04-04 12:00",,0.2,17.3,44,0,121.507972,25.046503,13
中山,臺北市,69,懸浮微粒,普通,1,0.27,63,57,60,19,13,16.1,3,4,71,"2025-04-04 12:00",,0.3,18.4,47,1,121.526528,25.062361,12
士林,臺北市,97,臭氧八小時,普通,0.7,0.26,73,69,47,20,4,5.4,0.6,3.1,166,"2025-04-04 12:00",,0.2,15.4,44,1,121.51666356,25.10334003,11
淡水,新北市,93,臭氧八小時,普通,1,0.24,70,68,60,19,3,4,0.4,4.5,150,"2025-04-04 12:00",,0.2,17.2,52,1,121.449239,25.1645,10
林口,新北市,87,臭氧八小時,普通,0.8,0.27,71,66,49,20,5,6.9,1,4.1,87,"2025-04-04 12:00",,0.2,17.6,42,1,121.36548982,25.07798949,9
菜寮,新北市,84,臭氧八小時,普通,1.3,0.31,71,65,48,20,5,7.1,1.4,4.1,110,"2025-04-04 12:00",,0.3,18.8,44,1,121.481028,25.06895,8
新莊,新北市,74,臭氧八小時,普通,1,0.26,69,62,49,17,5,6.1,0.4,4.7,73,"2025-04-04 12:00",,0.2,15.9,44,0,121.4325,25.037972,7
板橋,新北市,77,臭氧八小時,普通,1,0.34,69,63,41,20,8,9.7,0.9,2.1,87,"2025-04-04 12:00",,0.3,15,47,1,121.458667,25.012972,6
土城,新北市,77,臭氧八小時,普通,1.4,0.34,68,63,51,22,7,8.3,0.8,1.8,134,"2025-04-04 12:00",,0.3,17.7,41,1,121.451861,24.982528,5
新店,新北市,80,臭氧八小時,普通,0.6,0.26,71,64,46,20,4,4.6,0.4,5,143,"2025-04-04 12:00",,0.2,15.4,41,0,121.537778,24.977222,4
萬里,新北市,67,懸浮微粒,普通,2.6,0.27,77,55,53,22,5,6.3,1.1,4.8,112,"2025-04-04 12:00",,0.2,16.9,45,1,121.689881,25.179667,3
汐止,新北市,80,臭氧八小時,普通,0.8,0.27,71,64,50,20,6,7.1,0.9,2.3,111,"2025-04-04 12:00",,0.2,17.5,43,0,121.64081,25.06624,2
基隆,基隆市,74,臭氧八小時,普通,2.1,0.27,77,62,50,15,4,5.3,0.8,2.6,148,"2025-04-04 12:00",,0.2,14.1,42,1,121.760056,25.129167,1
屏東(枋山),屏東縣,77,臭氧八小時,普通,0.4,0.15,65,63,43,12,2,2.5,0.2,8,89,"2025-04-04 11:00",,0.1,5.9,31,0,120.651472,22.260899,313
臺南（南化）,臺南市,56,細懸浮微粒,普通,0.5,0.2,53,20,27,12,1,2.2,0.4,0.9,11,"2025-04-04 11:00",,0.2,14.4,24,0,120.44583156,23.04562013,312
新北（樹林）,新北市,57,懸浮微粒,普通,0.4,0.31,37,27,42,8,9,11.1,1.7,0.6,203,"2025-04-04 11:00",,0.2,14.4,36,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,63,細懸浮微粒,普通,0.3,0.33,45,23,42,14,5,8.5,2.6,0.4,133,"2025-04-04 11:00",,0.3,17,34,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,67,細懸浮微粒,普通,3.4,0.49,45,45,48,25,17,21,3.1,1.4,33,"2025-04-04 11:00",,0.2,18.3,33,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,87,細懸浮微粒,普通,1.4,0.27,62,38,54,20,6,6.9,0.7,0.8,194,"2025-04-04 11:00",,0.3,25.7,52,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,75,細懸浮微粒,普通,1.8,0.25,60,32,56,19,6,7.7,1.7,2,289,"2025-04-04 11:00",,0.2,21.1,50,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,64,懸浮微粒,普通,0.8,0.22,73,44,55,13,2,2.5,0.5,2.5,142,"2025-04-04 11:00",,0.2,13.8,43,0,121.82463916,24.85366672,201
員林,彰化縣,116,細懸浮微粒,對敏感族群不健康,2,0.38,73,35,66,40,4,6,1.3,1.6,300,"2025-04-04 11:00",,0.4,36.6,61,1,120.5631893,23.9615945,139
大城,彰化縣,132,細懸浮微粒,對敏感族群不健康,2.7,0.29,63,31,60,35,5,6.1,0.5,1.1,3,"2025-04-04 11:00",,0.3,43.2,70,1,120.26964167,23.85493056,85
富貴角,新北市,104,臭氧八小時,對敏感族群不健康,0.4,0.21,82,72,48,19,1,1.7,0,11.1,91,"2025-04-04 11:00",,0.1,17.1,43,0,121.53656894,25.29681695,84
麥寮,雲林縣,117,細懸浮微粒,對敏感族群不健康,2.6,0.28,70,36,56,24,4,5.8,1.1,1.6,254,"2025-04-04 11:00",,0.3,37.1,67,2,120.251825,23.753506,83
關山,臺東縣,42,,良好,0.6,0.16,52,35,20,10,1,2.5,0.7,1.7,175,"2025-04-04 11:00",,0.1,10.3,18,0,121.161933,23.045083,80
馬公,澎湖縣,87,臭氧八小時,普通,1.3,0.21,73,66,45,18,3,4,0.4,3.4,21,"2025-04-04 11:00",,0.2,19.7,44,0,119.566158,23.569031,78
金門,金門縣,83,細懸浮微粒,普通,3.2,0.3,74,57,58,29,8,9.7,0.9,1.8,58,"2025-04-04 11:00",,0.2,24.2,60,2,118.312256,24.432133,77
馬祖,連江縣,89,細懸浮微粒,普通,3.8,0.42,65,50,50,30,10,12.4,1.8,2.6,337,"2025-04-04 11:00",,0.3,26.4,51,1,119.952724,26.153736,75
埔里,南投縣,87,細懸浮微粒,普通,1.2,0.28,42,20,41,22,2,3.8,1.4,0.4,331,"2025-04-04 11:00",,0.3,25.6,37,1,120.967903,23.968842,72
復興,高雄市,86,細懸浮微粒,普通,2.8,0.38,64,36,54,22,13,14.5,1.1,0.8,221,"2025-04-04 11:00",,0.4,25.3,54,1,120.312017,22.608711,71
永和,新北市,70,細懸浮微粒,普通,1.1,0.38,66,59,46,21,6,8,1.6,2,97,"2025-04-04 11:00",,0.3,19.4,41,1,121.516306,25.017,70
竹山,南投縣,104,細懸浮微粒,對敏感族群不健康,1.8,0.27,58,30,46,26,4,5,1,2,291,"2025-04-04 11:00",,0.3,31.8,48,1,120.677306,23.756389,69
中壢,桃園市,70,細懸浮微粒,普通,1.3,0.49,43,39,42,17,23,32.5,8.5,0.4,306,"2025-04-04 11:00",,0.7,19.5,42,1,121.221667,24.953278,68
三重,新北市,77,細懸浮微粒,普通,1.1,0.69,45,36,58,27,31,46.7,15.6,-,-,"2025-04-04 11:00",,0.6,21.9,48,1,121.493806,25.072611,67
冬山,宜蘭縣,60,懸浮微粒,普通,1.6,0.33,67,35,57,19,7,9,1.4,4.1,125,"2025-04-04 11:00",,0.3,14.8,39,0,121.792928,24.632203,66
宜蘭,宜蘭縣,58,細懸浮微粒,普通,1.4,0.24,75,49,51,18,3,4.1,0.8,3.7,135,"2025-04-04 11:00",,0.2,14.9,34,1,121.746394,24.747917,65
陽明,臺北市,93,臭氧八小時,普通,2.5,0.24,70,68,39,18,2,2.7,0.4,2.6,160,"2025-04-04 11:00",,0.2,15.1,37,1,121.529583,25.182722,64
花蓮,花蓮縣,47,,良好,0.8,0.26,79,45,51,13,2,3.4,0.8,2.1,141,"2025-04-04 11:00",,0.2,8.5,28,0,121.599769,23.971306,63
臺東,臺東縣,41,,良好,0.8,0.22,63,44,42,12,4,5.9,1.1,2,55,"2025-04-04 11:00",,0.1,9.4,24,1,121.15045,22.755358,62
恆春,屏東縣,84,臭氧八小時,普通,1.1,0.22,76,65,45,13,0,1.1,0.4,8.5,41,"2025-04-04 11:00",,0.1,10.1,28,1,120.788928,21.958069,61
潮州,屏東縣,66,細懸浮微粒,普通,2.2,0.31,61,33,34,16,4,4.7,0.5,1.8,240,"2025-04-04 11:00",,0.2,18,36,3,120.561175,22.523108,60
屏東,屏東縣,94,細懸浮微粒,普通,5.7,0.6,62,29,57,29,8,9.4,1,1.2,252,"2025-04-04 11:00",,0.4,28.3,52,2,120.488033,22.673081,59
小港,高雄市,92,細懸浮微粒,普通,4.8,0.37,57,29,50,26,13,14.8,1.2,2.7,261,"2025-04-04 11:00",,0.4,27.6,47,2,120.337736,22.565833,58
前鎮,高雄市,83,細懸浮微粒,普通,3.3,0.4,65,35,58,25,14,16.2,1.6,1.5,167,"2025-04-04 11:00",,0.4,24.3,51,2,120.30833356,22.6044507,57
前金,高雄市,77,細懸浮微粒,普通,1.9,0.36,72,34,60,25,8,9.7,1.5,2.6,278,"2025-04-04 11:00",,0.4,21.9,52,1,120.28676111,22.63390278,56
左營,高雄市,84,細懸浮微粒,普通,1.6,0.33,73,34,51,23,10,11.5,1.4,2.6,304,"2025-04-04 11:00",,0.4,24.4,50,1,120.292917,22.674861,54
楠梓,高雄市,78,細懸浮微粒,普通,1.7,0.33,67,30,54,23,8,9.8,1,2,280,"2025-04-04 11:00",,0.4,22.2,54,1,120.328289,22.733667,53
林園,高雄市,93,細懸浮微粒,普通,2.3,0.34,60,24,52,24,6,6.6,0.4,1.9,275,"2025-04-04 11:00",,0.3,27.7,58,1,120.41175,22.4795,52
大寮,高雄市,105,細懸浮微粒,對敏感族群不健康,6.6,0.58,52,22,61,33,11,13.2,1.2,1.9,271,"2025-04-04 11:00",,0.4,32.2,56,2,120.425311,22.56413611,51
鳳山,高雄市,97,細懸浮微粒,普通,3.6,0.53,60,32,50,28,13,14.9,1.3,1.3,265,"2025-04-04 11:00",,0.4,29.2,49,1,120.357422,22.628126,50
仁武,高雄市,81,細懸浮微粒,普通,1.4,0.36,70,37,51,23,8,10,1.2,2.5,250,"2025-04-04 11:00",,0.4,23.6,52,1,120.332631,22.689056,49
橋頭,高雄市,90,細懸浮微粒,普通,1.6,0.29,66,36,47,18,7,7.5,0.5,2.6,253,"2025-04-04 11:00",,0.3,26.6,49,1,120.305689,22.757506,48
美濃,高雄市,73,細懸浮微粒,普通,2.5,0.35,63,31,36,17,3,4.1,0.4,1.9,178,"2025-04-04 11:00",,0.3,20.4,39,1,120.530542,22.883583,47
臺南,臺南市,82,細懸浮微粒,普通,1.5,0.34,73,42,63,22,9,10.2,0.6,1.8,246,"2025-04-04 11:00",,0.3,23.8,51,1,120.21947897,22.98928311,46
安南,臺南市,98,細懸浮微粒,普通,0.9,0.32,73,32,49,22,4,5.7,1.2,2.8,263,"2025-04-04 11:00",,0.3,29.7,52,1,120.2175,23.048197,45
