sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
新北（樹林）,新北市,68,懸浮微粒,普通,0.2,0.32,41,40,49,12,10,13.4,2.6,0,176,"2025-04-04 17:00",,0.2,16.2,46,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,93,臭氧八小時,普通,1.5,0.4,84,68,52,34,7,8.1,0.3,1,281,"2025-04-04 17:00",,0.3,27.5,47,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,57,細懸浮微粒,普通,1.1,0.21,58,55,34,15,4,5.5,1,0.3,126,"2025-04-04 17:00",,0.2,14.8,30,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,90,臭氧八小時,普通,1.4,0.21,72,67,58,24,4,4.3,0.2,2.8,358,"2025-04-04 17:00",,0.2,20.7,51,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,80,臭氧八小時,普通,1.9,0.22,64,64,51,18,3,4.9,1.2,2.7,284,"2025-04-04 17:00",,0.2,19.2,49,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,118,臭氧八小時,對敏感族群不健康,0.9,0.22,80,76,67,20,2,2.6,0.2,2.3,133,"2025-04-04 17:00",,0.2,17,56,0,121.82463916,24.85366672,201
員林,彰化縣,115,臭氧八小時,對敏感族群不健康,1.4,0.24,68,75,50,20,2,3.7,1.3,2.3,279,"2025-04-04 17:00",,0.3,33.5,58,1,120.5631893,23.9615945,139
大城,彰化縣,122,臭氧八小時,對敏感族群不健康,1.4,0.21,88,77,49,22,1,2.1,0.1,1.5,50,"2025-04-04 17:00",,0.2,29.5,52,1,120.26964167,23.85493056,85
富貴角,新北市,140,臭氧八小時,對敏感族群不健康,0.3,0.2,82,82,42,31,1,1.5,0,10.3,94,"2025-04-04 17:00",,0.2,26.1,45,0,121.53656894,25.29681695,84
麥寮,雲林縣,104,臭氧八小時,對敏感族群不健康,2.5,0.23,77,72,59,24,7,8.5,0.7,2.8,347,"2025-04-04 17:00",,0.2,24.8,53,1,120.251825,23.753506,83
關山,臺東縣,71,臭氧八小時,普通,0.7,0.26,72,61,51,13,3,4.2,0.5,1.4,176,"2025-04-04 17:00",,0.2,13.7,35,0,121.161933,23.045083,80
馬公,澎湖縣,115,臭氧八小時,對敏感族群不健康,1.2,0.22,77,75,48,25,2,3,0.4,2.8,11,"2025-04-04 17:00",,0.2,21.2,47,1,119.566158,23.569031,78
金門,金門縣,136,臭氧八小時,對敏感族群不健康,2.2,0.34,81,81,63,34,6,7.2,0.3,1.3,110,"2025-04-04 17:00",,0.3,33.7,63,2,118.312256,24.432133,77
馬祖,連江縣,104,臭氧八小時,對敏感族群不健康,1.2,0.22,80,72,47,21,6,6.8,0.5,2.7,333,"2025-04-04 17:00",,0.2,22.9,48,1,119.952724,26.153736,75
埔里,南投縣,95,細懸浮微粒,普通,1.8,0.35,72,54,66,42,4,6.1,1.1,4.1,275,"2025-04-04 17:00",,0.3,28.7,50,1,120.967903,23.968842,72
復興,高雄市,84,臭氧八小時,普通,0.8,0.18,59,65,40,18,6,6.9,0.5,0.5,220,"2025-04-04 17:00",,0.2,21.1,47,1,120.312017,22.608711,71
永和,新北市,101,臭氧八小時,對敏感族群不健康,0.7,0.28,77,71,50,23,4,5.1,1,2.9,101,"2025-04-04 17:00",,0.3,21.2,48,0,121.516306,25.017,70
竹山,南投縣,104,細懸浮微粒,對敏感族群不健康,3,0.23,79,72,63,27,5,6.7,0.9,2.1,268,"2025-04-04 17:00",,0.2,31.7,56,1,120.677306,23.756389,69
中壢,桃園市,75,細懸浮微粒,普通,0.9,0.81,46,50,54,24,30,40,9.3,0.5,281,"2025-04-04 17:00",,0.5,21.2,49,1,121.221667,24.953278,68
三重,新北市,80,細懸浮微粒,普通,0.8,0.74,45,48,53,27,33,55.4,21.9,-,-,"2025-04-04 17:00",,0.6,23.2,53,1,121.493806,25.072611,67
冬山,宜蘭縣,108,臭氧八小時,對敏感族群不健康,1.3,0.25,76,73,53,20,5,5.9,0.5,2.7,149,"2025-04-04 17:00",,0.2,17.6,52,0,121.792928,24.632203,66
宜蘭,宜蘭縣,122,臭氧八小時,對敏感族群不健康,1.3,0.26,79,77,55,22,4,5.2,0.6,2.7,145,"2025-04-04 17:00",,0.2,19.6,50,1,121.746394,24.747917,65
陽明,臺北市,108,臭氧八小時,對敏感族群不健康,1.7,0.24,73,73,46,19,2,2.6,0.3,2.5,180,"2025-04-04 17:00",,0.2,17.4,43,1,121.529583,25.182722,64
花蓮,花蓮縣,126,臭氧八小時,對敏感族群不健康,0.9,0.33,74,78,58,15,4,5.6,0.6,2,308,"2025-04-04 17:00",,0.2,13.7,49,0,121.599769,23.971306,63
臺東,臺東縣,100,臭氧八小時,普通,1,0.25,73,70,44,17,6,6.7,0.3,0.7,354,"2025-04-04 17:00",,0.2,13.2,43,0,121.15045,22.755358,62
恆春,屏東縣,115,臭氧八小時,對敏感族群不健康,1,0.21,74,75,40,12,0,0.8,0.6,5.2,42,"2025-04-04 17:00",,0.2,12.6,35,1,120.788928,21.958069,61
潮州,屏東縣,77,臭氧八小時,普通,0.7,0.22,62,63,82,17,4,5.3,0.4,2,162,"2025-04-04 17:00",,0.3,19.7,48,1,120.561175,22.523108,60
屏東,屏東縣,108,臭氧八小時,對敏感族群不健康,1,0.29,70,73,51,22,8,8.5,0.2,2.3,230,"2025-04-04 17:00",,0.3,23.7,53,1,120.488033,22.673081,59
小港,高雄市,72,細懸浮微粒,普通,1.3,0.21,56,58,39,14,7,7.9,0.1,3,255,"2025-04-04 17:00",,0.2,20.3,41,2,120.337736,22.565833,58
前鎮,高雄市,80,臭氧八小時,普通,1,0.26,55,64,56,17,10,11.2,0.9,1.2,324,"2025-04-04 17:00",,0.3,19.9,52,2,120.30833356,22.6044507,57
前金,高雄市,93,臭氧八小時,普通,0.7,0.24,63,68,46,16,4,6,1,2.4,293,"2025-04-04 17:00",,0.2,18.9,50,1,120.28676111,22.63390278,56
左營,高雄市,101,臭氧八小時,對敏感族群不健康,0.9,0.21,64,71,45,13,4,5.5,0.7,2.9,288,"2025-04-04 17:00",,0.2,19.9,47,1,120.292917,22.674861,54
楠梓,高雄市,97,臭氧八小時,普通,0.8,0.22,62,69,45,20,4,5.6,0.7,1.9,273,"2025-04-04 17:00",,0.2,22,50,1,120.328289,22.733667,53
林園,高雄市,74,細懸浮微粒,普通,0.5,0.22,55,57,50,15,3,3.9,0.5,1.7,274,"2025-04-04 17:00",,0.2,21,47,1,120.41175,22.4795,52
大寮,高雄市,80,細懸浮微粒,普通,2.5,0.3,53,57,51,19,9,10.3,0.5,1.5,281,"2025-04-04 17:00",,0.3,23.1,52,2,120.425311,22.56413611,51
鳳山,高雄市,81,細懸浮微粒,普通,1.5,0.43,56,64,42,19,9,10.8,0.8,1,260,"2025-04-04 17:00",,0.4,23.5,46,1,120.357422,22.628126,50
仁武,高雄市,108,臭氧八小時,對敏感族群不健康,0.3,0.22,66,73,46,17,5,6,0.5,3,286,"2025-04-04 17:00",,0.2,21.5,50,1,120.332631,22.689056,49
橋頭,高雄市,100,臭氧八小時,普通,1.1,0.22,65,70,42,22,4,5.1,0.3,2.5,275,"2025-04-04 17:00",,0.2,23.6,48,1,120.305689,22.757506,48
美濃,高雄市,104,臭氧八小時,對敏感族群不健康,1.2,0.28,79,72,49,23,5,5.3,0.2,2.5,278,"2025-04-04 17:00",,0.3,23.5,46,1,120.530542,22.883583,47
臺南,臺南市,112,臭氧八小時,對敏感族群不健康,1,0.25,72,74,53,16,6,7.4,0.4,2.4,330,"2025-04-04 17:00",,0.2,20,51,1,120.21947897,22.98928311,46
安南,臺南市,112,臭氧八小時,對敏感族群不健康,0.5,0.24,74,74,49,24,2,3.6,0.9,2.9,309,"2025-04-04 17:00",,0.2,23.5,48,0,120.2175,23.048197,45
善化,臺南市,97,臭氧八小時,普通,1.6,0.21,72,69,54,23,5,6.1,0.5,3.4,347,"2025-04-04 17:00",,0.2,23.2,44,1,120.29740529,23.11337642,44
新營,臺南市,97,臭氧八小時,普通,0.9,0.25,70,69,52,17,4,5.7,0.9,2.1,4,"2025-04-04 17:00",,0.2,22.5,50,0,120.31725,23.305633,43
嘉義,嘉義市,93,臭氧八小時,普通,1.9,0.25,67,68,43,19,3,4.1,0.5,3.2,311,"2025-04-04 17:00",,0.2,21.8,47,1,120.44125148,23.46477865,42
臺西,雲林縣,108,臭氧八小時,對敏感族群不健康,1.3,0.21,78,73,54,21,3,4,0.1,2.6,352,"2025-04-04 17:00",,0.2,24,57,1,120.19933333,23.702175,41
朴子,嘉義縣,101,臭氧八小時,對敏感族群不健康,0.8,0.17,74,71,55,18,4,4.3,0.1,2.5,332,"2025-04-04 17:00",,0.1,22.4,49,0,120.2478,23.46538,40
新港,嘉義縣,97,臭氧八小時,普通,2.8,0.23,71,69,53,24,3,3.5,0.1,3.1,305,"2025-04-04 17:00",,0.2,23.7,51,2,120.345531,23.554839,39
崙背,雲林縣,105,細懸浮微粒,對敏感族群不健康,1.3,0.23,75,72,63,25,4,5.6,1.1,1.9,295,"2025-04-04 17:00",,0.2,32,62,1,120.348742,23.757547,38
斗六,雲林縣,118,臭氧八小時,對敏感族群不健康,2.1,0.24,73,76,52,19,4,4.4,0,2.1,316,"2025-04-04 17:00",,0.3,29.1,52,1,120.544994,23.711853,37
南投,南投縣,102,細懸浮微粒,對敏感族群不健康,3.5,0.27,72,71,55,25,5,5.3,0.2,1.3,297,"2025-04-04 17:00",,0.3,31,55,2,120.685306,23.913,36
二林,彰化縣,122,臭氧八小時,對敏感族群不健康,3.1,0.23,83,77,65,21,3,3.3,0.1,1.7,316,"2025-04-04 17:00",,0.2,34.3,67,3,120.409653,23.925175,35
線西,彰化縣,129,臭氧八小時,對敏感族群不健康,2,0.5,88,79,48,22,4,4.5,0.4,0.7,345,"2025-04-04 17:00",,0.4,25.7,51,2,120.469061,24.131672,34
彰化,彰化縣,100,臭氧八小時,普通,1.8,0.23,64,70,47,15,4,5.1,0.9,1,287,"2025-04-04 17:00",,0.3,27.1,48,1,120.541519,24.066,33
西屯,臺中市,108,臭氧八小時,對敏感族群不健康,2,0.23,65,73,58,22,3,4.9,1,1.8,259,"2025-04-04 17:00",,0.3,30.2,60,2,120.616917,24.162197,32
忠明,臺中市,99,細懸浮微粒,普通,2,0.27,59,69,45,15,3,5,1.2,1.1,297,"2025-04-04 17:00",,0.3,30,57,2,120.641092,24.151958,31
大里,臺中市,107,細懸浮微粒,對敏感族群不健康,1.2,0.29,63,72,47,20,9,10.1,0.7,2.3,262,"2025-04-04 17:00",,0.3,33.1,57,1,120.67844444,24.09961111,30
沙鹿,臺中市,104,細懸浮微粒,對敏感族群不健康,5.3,0.41,66,68,68,35,15,17.3,1.3,1.7,3,"2025-04-04 17:00",,0.4,31.7,61,2,120.568794,24.225628,29
豐原,臺中市,146,臭氧八小時,對敏感族群不健康,3.2,0.36,80,84,55,38,5,5.9,0.2,1.7,332,"2025-04-04 17:00",,0.4,36,54,2,120.74252414,24.25699731,28
三義,苗栗縣,118,臭氧八小時,對敏感族群不健康,1.8,0.32,77,76,57,28,4,5.6,1.1,1.4,235,"2025-04-04 17:00",,0.3,27.9,50,1,120.75956754,24.38248443,27
苗栗,苗栗縣,100,臭氧八小時,普通,2.5,0.3,82,70,48,27,4,6.2,1.7,0.9,319,"2025-04-04 17:00",,0.3,23.9,42,1,120.82011468,24.56499183,26
頭份,苗栗縣,112,臭氧八小時,對敏感族群不健康,1.5,0.26,80,74,54,19,3,4.7,1.3,1.4,283,"2025-04-04 17:00",,0.3,24.6,49,2,120.89869286,24.69690679,25
新竹,新竹市,112,臭氧八小時,對敏感族群不健康,0.9,0.31,81,74,50,22,6,7.4,0.8,1.2,276,"2025-04-04 17:00",,0.3,22.2,43,1,120.97236752,24.8056356,24
竹東,新竹縣,108,臭氧八小時,對敏感族群不健康,1.7,0.29,80,73,49,21,5,5.9,0.9,1.6,234,"2025-04-04 17:00",,0.3,23.8,49,1,121.08895493,24.74091408,23
湖口,新竹縣,126,臭氧八小時,對敏感族群不健康,1.8,0.27,87,78,51,21,3,4,0.5,1.2,240,"2025-04-04 17:00",,0.3,23.6,51,1,121.03886894,24.90009696,22
龍潭,桃園市,84,臭氧八小時,普通,1.1,0.3,67,65,52,17,7,7.8,0.6,2.3,49,"2025-04-04 17:00",,0.3,18.7,47,1,121.21645772,24.86400048,21
平鎮,桃園市,97,臭氧八小時,普通,0.3,0.33,71,69,49,25,6,8.2,1.7,2.3,87,"2025-04-04 17:00",,0.3,19,45,0,121.203986,24.952786,20
觀音,桃園市,101,臭氧八小時,對敏感族群不健康,1,0.26,71,71,52,24,6,7.3,0.7,3.1,109,"2025-04-04 17:00",,0.2,20.2,50,1,121.08283092,25.03556747,19
大園,桃園市,97,臭氧八小時,普通,1.4,0.27,72,69,52,20,7,7.8,0.4,5.1,108,"2025-04-04 17:00",,0.2,17.3,49,2,121.20251473,25.06100357,18
桃園,桃園市,100,臭氧八小時,普通,1.3,0.3,74,70,51,18,6,7,0.8,2.8,83,"2025-04-04 17:00",,0.3,18.2,44,1,121.30500531,24.9947107,17
大同,臺北市,81,細懸浮微粒,普通,2.3,0.66,45,48,58,28,33,44.7,11.5,-,-,"2025-04-04 17:00",,0.5,23.5,53,2,121.51342074,25.06331455,16
松山,臺北市,101,臭氧八小時,對敏感族群不健康,1.5,0.25,75,71,57,26,6,7.4,0.6,2.8,20,"2025-04-04 17:00",,0.2,22,52,1,121.578611,25.05,15
古亭,臺北市,108,臭氧八小時,對敏感族群不健康,1.6,0.24,76,73,50,23,4,5.5,1.4,3.5,66,"2025-04-04 17:00",,0.2,21,55,1,121.529556,25.020608,14
萬華,臺北市,90,臭氧八小時,普通,0.9,0.32,69,67,54,20,12,12.9,0.4,1.7,85,"2025-04-04 17:00",,0.2,18.7,48,0,121.507972,25.046503,13
中山,臺北市,87,臭氧八小時,普通,0.9,0.29,70,66,67,26,12,13.7,1.3,3.6,65,"2025-04-04 17:00",,0.2,21.4,56,1,121.526528,25.062361,12
士林,臺北市,115,臭氧八小時,對敏感族群不健康,0.6,0.26,78,75,50,19,4,5,0.5,2.9,164,"2025-04-04 17:00",,0.2,17.6,48,0,121.51666356,25.10334003,11
淡水,新北市,101,臭氧八小時,對敏感族群不健康,1.1,0.25,74,71,61,21,2,3,0.4,6.8,160,"2025-04-04 17:00",,0.2,18.7,54,1,121.449239,25.1645,10
林口,新北市,104,臭氧八小時,對敏感族群不健康,0.5,0.28,74,72,47,21,5,6.3,0.7,3.3,108,"2025-04-04 17:00",,0.2,19.5,48,0,121.36548982,25.07798949,9
菜寮,新北市,108,臭氧八小時,對敏感族群不健康,0.9,0.29,76,73,48,22,6,7.7,1.4,4.8,115,"2025-04-04 17:00",,0.2,21.3,48,1,121.481028,25.06895,8
新莊,新北市,100,臭氧八小時,普通,0.8,0.25,74,70,54,22,5,5.8,0.5,5.1,87,"2025-04-04 17:00",,0.2,18.9,51,0,121.4325,25.037972,7
板橋,新北市,101,臭氧八小時,對敏感族群不健康,1,0.32,75,71,50,20,8,9.2,0.6,2.3,87,"2025-04-04 17:00",,0.3,18.1,49,1,121.458667,25.012972,6
土城,新北市,104,臭氧八小時,對敏感族群不健康,0.9,0.29,77,72,50,26,5,5.8,0.3,1.7,148,"2025-04-04 17:00",,0.2,21.3,48,1,121.451861,24.982528,5
新店,新北市,112,臭氧八小時,對敏感族群不健康,0.6,0.26,79,74,52,21,3,4,0.4,4.2,135,"2025-04-04 17:00",,0.2,18,48,0,121.537778,24.977222,4
萬里,新北市,115,臭氧八小時,對敏感族群不健康,1.6,0.25,77,75,54,22,5,6.5,0.7,2.6,125,"2025-04-04 17:00",,0.2,19,51,2,121.689881,25.179667,3
汐止,新北市,104,臭氧八小時,對敏感族群不健康,0.5,0.25,75,72,52,23,4,5.4,0.7,1.4,129,"2025-04-04 17:00",,0.2,19.7,47,0,121.64081,25.06624,2
基隆,基隆市,122,臭氧八小時,對敏感族群不健康,1.7,0.27,78,77,41,17,4,4.9,0.6,2.1,97,"2025-04-04 17:00",,0.2,16.1,43,1,121.760056,25.129167,1
屏東(枋山),屏東縣,97,臭氧八小時,普通,0.4,0.17,77,69,53,15,2,3,0.1,6.3,91,"2025-04-04 16:00",,0.1,10.6,40,0,120.651472,22.260899,313
臺南（南化）,臺南市,77,臭氧八小時,普通,0.6,0.23,77,63,44,22,4,4.9,0.5,1.5,352,"2025-04-04 16:00",,0.2,19,34,0,120.44583156,23.04562013,312
新北（樹林）,新北市,68,懸浮微粒,普通,0.4,0.29,42,40,52,21,8,9.7,1.5,0.1,164,"2025-04-04 16:00",,0.2,18.5,46,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,86,細懸浮微粒,普通,1.2,0.49,88,60,65,42,10,11.4,1.3,2.6,286,"2025-04-04 16:00",,0.3,25.4,45,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,58,細懸浮微粒,普通,1.1,0.22,58,54,33,14,4,5.6,0.9,1.1,327,"2025-04-04 16:00",,0.3,15.1,29,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,77,臭氧八小時,普通,1.5,0.22,74,63,52,21,3,4.2,0.3,3.1,350,"2025-04-04 16:00",,0.2,20.8,50,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,71,臭氧八小時,普通,2,0.22,66,61,48,19,3,4.9,1.3,2.6,271,"2025-04-04 16:00",,0.2,19.3,49,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,108,臭氧八小時,對敏感族群不健康,0.8,0.22,79,73,63,19,1,2,0,2.6,124,"2025-04-04 16:00",,0.2,16.2,54,0,121.82463916,24.85366672,201
員林,彰化縣,115,細懸浮微粒,對敏感族群不健康,2.2,0.27,76,73,54,23,3,4.8,1.2,2.8,285,"2025-04-04 16:00",,0.3,36,60,1,120.5631893,23.9615945,139
大城,彰化縣,104,臭氧八小時,對敏感族群不健康,1.4,0.22,87,72,47,21,3,4,0.2,1.5,68,"2025-04-04 16:00",,0.2,30.2,51,1,120.26964167,23.85493056,85
富貴角,新北市,140,臭氧八小時,對敏感族群不健康,0.4,0.2,82,82,47,20,1,1.7,0,10.5,92,"2025-04-04 16:00",,0.2,24.5,45,0,121.53656894,25.29681695,84
麥寮,雲林縣,97,臭氧八小時,普通,4.2,0.22,72,69,50,18,9,10.3,1.2,3,328,"2025-04-04 16:00",,0.2,26.1,54,1,120.251825,23.753506,83
關山,臺東縣,54,臭氧八小時,普通,0.6,0.35,70,56,45,17,2,2.9,0.6,1.9,194,"2025-04-04 16:00",,0.2,13.1,31,0,121.161933,23.045083,80
馬公,澎湖縣,112,臭氧八小時,對敏感族群不健康,1.2,0.22,77,74,50,25,2,2.7,0.3,2.9,8,"2025-04-04 16:00",,0.2,20.1,47,0,119.566158,23.569031,78
金門,金門縣,126,臭氧八小時,對敏感族群不健康,2.2,0.36,85,78,66,40,6,6.5,0.3,2.4,113,"2025-04-04 16:00",,0.3,33.6,63,2,118.312256,24.432133,77
馬祖,連江縣,90,臭氧八小時,普通,1.3,0.21,84,67,47,21,5,6.6,0.7,2.7,337,"2025-04-04 16:00",,0.3,22.7,47,1,119.952724,26.153736,75
埔里,南投縣,87,細懸浮微粒,普通,1.5,0.35,67,48,69,34,4,5,0.9,1.8,297,"2025-04-04 16:00",,0.3,25.5,45,1,120.967903,23.968842,72
復興,高雄市,80,細懸浮微粒,普通,0.7,0.18,62,63,39,16,5,6.3,0.7,1.1,247,"2025-04-04 16:00",,0.3,23,49,1,120.312017,22.608711,71
永和,新北市,97,臭氧八小時,普通,0.9,0.26,77,69,49,20,3,4.8,1,3.1,98,"2025-04-04 16:00",,0.3,20.7,48,0,121.516306,25.017,70
竹山,南投縣,106,細懸浮微粒,對敏感族群不健康,2.6,0.27,85,67,68,38,5,6.5,1,2.7,297,"2025-04-04 16:00",,0.3,32.5,54,1,120.677306,23.756389,69
中壢,桃園市,72,細懸浮微粒,普通,0.5,0.59,53,48,55,23,23,30.5,7.2,0.6,281,"2025-04-04 16:00",,0.5,20.1,47,1,121.221667,24.953278,68
三重,新北市,77,細懸浮微粒,普通,0.7,0.65,48,47,58,23,31,48.7,16.9,-,-,"2025-04-04 16:00",,0.6,22.1,53,1,121.493806,25.072611,67
冬山,宜蘭縣,93,臭氧八小時,普通,1.2,0.24,80,68,54,18,3,4,0.6,4.1,162,"2025-04-04 16:00",,0.2,16.7,51,0,121.792928,24.632203,66
宜蘭,宜蘭縣,112,臭氧八小時,對敏感族群不健康,1.4,0.25,80,74,57,22,3,4.4,0.6,2.8,140,"2025-04-04 16:00",,0.2,18.2,47,1,121.746394,24.747917,65
陽明,臺北市,104,臭氧八小時,對敏感族群不健康,2.2,0.24,73,72,44,18,2,2.9,0.3,3,170,"2025-04-04 16:00",,0.2,16.7,42,1,121.529583,25.182722,64
花蓮,花蓮縣,112,臭氧八小時,對敏感族群不健康,0.8,0.27,80,74,58,15,3,4,0.5,1.9,269,"2025-04-04 16:00",,0.2,13.7,46,0,121.599769,23.971306,63
臺東,臺東縣,87,臭氧八小時,普通,1.1,0.25,74,66,49,16,6,6.2,0,1.1,72,"2025-04-04 16:00",,0.2,13,42,0,121.15045,22.755358,62
恆春,屏東縣,112,臭氧八小時,對敏感族群不健康,1,0.21,75,74,37,13,0,1.1,0.6,6.7,35,"2025-04-04 16:00",,0.2,12.3,34,1,120.788928,21.958069,61
潮州,屏東縣,73,細懸浮微粒,普通,1.5,0.25,65,61,41,14,6,6.9,0.3,2.6,234,"2025-04-04 16:00",,0.3,20.5,42,2,120.561175,22.523108,60
屏東,屏東縣,97,臭氧八小時,普通,1.1,0.28,76,69,51,18,7,8,0.4,2.3,243,"2025-04-04 16:00",,0.3,24.6,54,1,120.488033,22.673081,59
小港,高雄市,79,細懸浮微粒,普通,1.7,0.2,58,55,40,18,8,8.7,0.3,3.3,257,"2025-04-04 16:00",,0.3,22.8,43,2,120.337736,22.565833,58
前鎮,高雄市,77,細懸浮微粒,普通,1.1,0.24,61,62,47,16,7,8,0.7,1.9,276,"2025-04-04 16:00",,0.3,22,52,2,120.30833356,22.6044507,57
前金,高雄市,84,臭氧八小時,普通,0.8,0.23,63,65,53,17,5,6.8,1.1,2.8,271,"2025-04-04 16:00",,0.3,19.8,51,1,120.28676111,22.63390278,56
左營,高雄市,93,臭氧八小時,普通,0.9,0.21,69,68,42,21,5,5.7,0.7,3,293,"2025-04-04 16:00",,0.3,22.2,48,1,120.292917,22.674861,54
楠梓,高雄市,87,臭氧八小時,普通,1,0.23,70,66,50,20,5,6,0.8,2.1,284,"2025-04-04 16:00",,0.2,23.1,50,1,120.328289,22.733667,53
林園,高雄市,79,細懸浮微粒,普通,0.9,0.23,59,54,44,20,3,4.2,0.5,2,272,"2025-04-04 16:00",,0.3,22.8,46,1,120.41175,22.4795,52
大寮,高雄市,86,細懸浮微粒,普通,1.6,0.27,61,54,54,19,8,8.5,0.5,2.2,267,"2025-04-04 16:00",,0.4,25.2,52,2,120.425311,22.56413611,51
鳳山,高雄市,86,細懸浮微粒,普通,1.4,0.4,62,61,45,23,8,9.2,0.8,1.2,228,"2025-04-04 16:00",,0.4,25.3,49,1,120.357422,22.628126,50
仁武,高雄市,100,臭氧八小時,普通,0.3,0.23,72,70,45,22,5,6.6,0.9,2.7,285,"2025-04-04 16:00",,0.3,22.5,51,1,120.332631,22.689056,49
橋頭,高雄市,90,臭氧八小時,普通,1.4,0.21,70,67,47,21,5,5.3,0.3,2.6,269,"2025-04-04 16:00",,0.2,24.2,49,1,120.305689,22.757506,48
美濃,高雄市,90,臭氧八小時,普通,1.1,0.31,81,67,48,21,4,5,0,1.7,288,"2025-04-04 16:00",,0.3,23.4,44,1,120.530542,22.883583,47
臺南,臺南市,101,臭氧八小時,對敏感族群不健康,1.1,0.26,77,71,60,16,6,7.3,0.4,2.4,280,"2025-04-04 16:00",,0.2,22.1,52,1,120.21947897,22.98928311,46
安南,臺南市,100,臭氧八小時,普通,0.6,0.26,81,70,55,26,3,3.9,0.8,3.9,302,"2025-04-04 16:00",,0.3,24.2,48,0,120.2175,23.048197,45
善化,臺南市,84,臭氧八小時,普通,1.6,0.23,75,65,47,25,5,6.3,0.5,3.3,324,"2025-04-04 16:00",,0.2,22.9,42,1,120.29740529,23.11337642,44
新營,臺南市,90,臭氧八小時,普通,1.5,0.27,76,67,56,24,4,5.8,1.1,2.5,334,"2025-04-04 16:00",,0.2,24.2,51,0,120.31725,23.305633,43
嘉義,嘉義市,87,臭氧八小時,普通,2,0.26,71,66,49,21,3,3.7,0.3,3.8,309,"2025-04-04 16:00",,0.2,23,47,1,120.44125148,23.46477865,42
臺西,雲林縣,100,臭氧八小時,普通,1.3,0.21,78,70,55,22,2,3,0.3,2.7,351,"2025-04-04 16:00",,0.2,25.6,59,1,120.19933333,23.702175,41
朴子,嘉義縣,93,臭氧八小時,普通,1,0.17,76,68,49,21,4,4.4,0.1,2.9,332,"2025-04-04 16:00",,0.2,23.8,48,0,120.2478,23.46538,40
新港,嘉義縣,84,臭氧八小時,普通,2.9,0.23,71,65,53,20,3,3.1,0,4.1,296,"2025-04-04 16:00",,0.2,24.2,51,2,120.345531,23.554839,39
崙背,雲林縣,110,細懸浮微粒,對敏感族群不健康,2.1,0.24,75,68,60,25,4,5.7,1.2,2.2,304,"2025-04-04 16:00",,0.2,34.1,63,1,120.348742,23.757547,38
斗六,雲林縣,112,臭氧八小時,對敏感族群不健康,2.6,0.26,82,74,50,28,5,5,0,3.8,321,"2025-04-04 16:00",,0.3,30.8,51,1,120.544994,23.711853,37
南投,南投縣,105,細懸浮微粒,對敏感族群不健康,2,0.31,83,66,64,38,5,5.3,0.2,3,302,"2025-04-04 16:00",,0.3,32.1,55,2,120.685306,23.913,36
二林,彰化縣,120,細懸浮微粒,對敏感族群不健康,3.6,0.23,79,73,62,25,3,3.7,0.4,2,281,"2025-04-04 16:00",,0.3,38.4,69,3,120.409653,23.925175,35
線西,彰化縣,104,臭氧八小時,對敏感族群不健康,2,0.37,86,72,45,21,3,4,0.4,2.2,352,"2025-04-04 16:00",,0.4,26.8,52,2,120.469061,24.131672,34
彰化,彰化縣,104,細懸浮微粒,對敏感族群不健康,2.2,0.25,70,67,45,25,4,5.6,1.1,1.6,286,"2025-04-04 16:00",,0.3,31.7,50,1,120.541519,24.066,33
西屯,臺中市,111,細懸浮微粒,對敏感族群不健康,4.1,0.34,72,68,56,25,8,10.1,1.5,3,240,"2025-04-04 16:00",,0.4,34.4,62,2,120.616917,24.162197,32
忠明,臺中市,110,細懸浮微粒,對敏感族群不健康,4.1,0.37,69,66,57,27,8,9.8,1.6,2.2,299,"2025-04-04 16:00",,0.4,34,61,2,120.641092,24.151958,31
大里,臺中市,114,細懸浮微粒,對敏感族群不健康,1.4,0.34,75,67,65,34,9,9.5,0.5,3.7,271,"2025-04-04 16:00",,0.3,35.8,59,1,120.67844444,24.09961111,30
沙鹿,臺中市,103,細懸浮微粒,對敏感族群不健康,3.9,0.36,69,64,53,24,13,14.9,1.3,1.4,269,"2025-04-04 16:00",,0.4,31.5,60,2,120.568794,24.225628,29
豐原,臺中市,129,臭氧八小時,對敏感族群不健康,3.8,0.32,78,79,46,25,6,6.6,0.2,2.4,314,"2025-04-04 16:00",,0.4,38.2,57,2,120.74252414,24.25699731,28
三義,苗栗縣,108,臭氧八小時,對敏感族群不健康,1.3,0.28,73,73,46,24,3,4.9,1.2,1.9,289,"2025-04-04 16:00",,0.3,28.4,48,0,120.75956754,24.38248443,27
